
robotV3: Command not recognized.


robotV3 >> sm 75 75
Motor Vectors: [75, 75]


robotV3 >> log 75 75


robotV3 >> a,b
10850868,10960592
10850868,10962116
10850868,10962116
10850868,10962116
10850868,10962116
10850868,10962116
10850868,10963636
10850868,10963636
10850868,10963636
10850868,10963636
10850868,10964468
10850868,10964468
10850868,10964468
10850868,10965824
10850868,10965824
10850868,10965824
10850868,10965824
10850868,10967364
10850868,10967364
10850868,10967364
10850868,10967364
10850868,10967364
10850868,10967364
10850868,10968900
10850868,10968900
10850868,10968900
10850868,10969668
10850868,10969668
10850868,10969668
10850868,10969668
10850868,10971008
10850868,10971008
10850868,10971008
10850868,10971008
10850868,10971008
10850868,10971008
10850868,10972624
10850868,10972624
10850868,10972624
10850868,10974072
10850868,10974072
10850868,10974072
10850868,10974072
10850868,10974816
10850868,10974816
10850868,10974816
Stop

